代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率-动态,量比,最高,最低,今开,昨收,总市值,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率_y,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,市净率,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,买入,卖出
000789,万年青,3.91,0.0,0.0,73509.0,28907594.72,5.37,0.92,-38.61,2.04,4.05,3.84,3.89,3.91,3117913041.0,3117913041.0,0.49,-25.52,-23.18,-117.58,3.91,5.125833333333333,-23.719720370671425,True,2026-06-26,107.45021000778218,0.49,91.91331923890064,0.09737098344693282,True,2026-06-26,3117913041.0,,,,正常,0.49,7.672634271099743,True,2026-06-12,,水泥制造,,,
000795,英洛华,8.49,-7.42,-0.68,362277.0,316405693.97,6.54,3.25,34.17,0.66,9.09,8.49,9.02,9.17,9476968562.0,9476954239.0,3.67,-1.74,-13.81,37.84,8.49,9.624666666666666,-11.789152871095098,True,2026-06-26,37.84,3.67,9.04645476772616,77.94621026894866,True,2026-06-26,9476968562.0,,,,正常,3.67,3.0977620730270905,True,2026-06-03,,磁性材料,,,
000807,云铝股份,22.48,-4.71,-1.11,890944.0,2026516896.62,8.1,2.57,5.41,0.86,24.19,22.28,23.96,23.59,77959682464.0,77958866350.0,2.27,-20.71,-30.75,8.98,22.48,31.296083333333332,-28.16992541665224,True,2026-06-26,8.98,2.27,4.398663697104677,76.69283611383709,True,2026-06-26,77959682464.0,,,,正常,2.27,3.1094306049822067,True,2026-06-10,,铝,,,
000858,五 粮 液,73.17,-2.44,-1.83,323521.0,2397332872.7,3.45,0.83,8.81,0.83,75.72,73.13,74.9,75.0,284017257726.0,284010334819.0,2.22,-28.72,-30.93,22.54,73.17,97.26575,-24.773108725322114,True,2026-06-26,22.54,2.22,30.690661478599225,0.09727626459143969,True,2026-06-26,284017257726.0,,,,正常,2.22,7.854311876452097,True,2025-12-18,,白酒Ⅲ,,,
000888,峨眉山Ａ,8.98,-2.39,-0.22,74826.0,67367265.02,2.61,1.42,19.98,1.03,9.17,8.93,9.16,9.2,4731679656.0,4731679656.0,1.74,-30.92,-31.55,21.47,8.98,12.240000000000002,-26.63398692810458,True,2026-06-26,21.47,1.74,26.004728132387704,49.7568093385214,True,2026-06-26,4731679656.0,,,,正常,1.74,3.6748329621380837,True,2025-12-26,,自然景区,,,
000895,双汇发展,22.8,0.57,0.13,129909.0,296273890.59,2.69,0.38,15.29,1.07,23.08,22.47,22.57,22.67,78994275656.0,78983975848.0,3.97,-15.99,-11.18,15.02,22.8,25.903833333333335,-11.982139065646658,True,2026-06-26,15.02,3.97,3.2859244727807746,9.857773418342324,True,2026-06-26,78994275656.0,,,,正常,3.97,6.359649122807016,True,2026-04-29,,肉制品,,,
000897,津滨发展,1.67,-1.18,-0.02,247586.0,41811748.2,2.96,1.53,-421.13,1.07,1.72,1.67,1.69,1.69,2700844631.0,2700791859.0,0.9,-21.23,-26.75,-46.31,1.67,2.1239166666666667,-21.371679679836785,True,2026-06-26,17.598768424881513,0.9,67.61401189689359,0.04878048780487805,True,2026-06-26,2700844631.0,,,,正常,0.9,5.688622754491019,True,2025-07-28,,房地产开发,,,
000899,赣能股份,9.86,-2.86,-0.29,182674.0,184614076.11,5.12,1.87,11.9,0.87,10.38,9.86,10.15,10.15,9620182714.0,9620182714.0,1.58,-29.62,5.68,9.47,9.86,11.922833333333333,-17.30153626794526,True,2026-06-26,9.47,1.58,0.0585480093676815,72.14814814814815,True,2026-06-26,9620182714.0,,,,正常,1.58,5.750507099391481,True,2026-06-15,,火电,,,
000900,现代投资,3.5,-2.78,-0.1,123566.0,43839839.37,3.06,0.81,8.03,1.08,3.61,3.5,3.59,3.6,5312399169.0,5312084169.0,0.49,-12.06,-10.94,13.47,3.5,3.9387499999999998,-11.139320850523637,True,2026-06-26,13.47,0.49,70.8904109589041,1.0273972602739725,True,2026-06-26,5312399169.0,,,,正常,0.49,4.571428571428571,True,2026-05-28,,高速公路,,,
000910,大亚圣象,5.28,-2.94,-0.16,44527.0,23764064.0,4.23,0.81,-7.47,0.92,5.5,5.27,5.5,5.44,2890258800.0,2889115680.0,0.45,-24.68,-27.37,-207.99,5.28,7.036083333333335,-24.958250920848492,True,2026-06-26,223.27614707382875,0.45,97.46341463414635,0.048638132295719845,True,2026-06-26,2890258800.0,,,,正常,0.45,3.598484848484848,True,2026-05-15,,瓷砖地板,,,
000913,钱江摩托,10.38,-0.76,-0.08,29965.0,31155113.8,2.29,0.58,-35.1,0.44,10.54,10.3,10.39,10.46,5464146180.0,5398665767.0,1.09,-24.01,-29.96,6.42,10.38,14.224666666666668,-27.02816703379106,True,2026-06-26,6.42,1.09,0.048638132295719845,0.38910505836575876,True,2026-06-26,5464146180.0,,,,正常,1.09,10.597302504816957,True,2026-05-27,,摩托车,,,
000919,金陵药业,5.78,-3.18,-0.19,90668.0,53070846.0,3.69,1.46,32.09,0.76,6.0,5.78,5.9,5.97,3594723772.0,3593811688.0,0.96,-18.25,-26.37,60.99,5.78,7.233666666666666,-20.09584811759826,True,2026-06-26,60.99,0.96,83.79857690202518,0.878048780487805,True,2026-06-26,3594723772.0,,,,正常,0.96,3.4602076124567476,True,2026-06-17,,化学制剂,,,
000923,河钢资源,12.48,-2.12,-0.27,142598.0,178505845.68,6.04,2.27,90.02,0.98,13.04,12.27,12.83,12.75,8146057433.0,7836208898.0,0.84,-29.77,-39.33,17.56,12.48,19.434833333333337,-35.785402498949495,True,2026-06-26,17.56,0.84,49.464980544747085,1.1673151750972763,True,2026-06-26,8146057433.0,,,,正常,0.84,4.8076923076923075,True,2026-06-15,,铁矿石,,,
000927,中国铁物,2.3,-2.54,-0.06,458653.0,106496166.9,3.39,0.76,34.32,1.1,2.37,2.29,2.35,2.36,13915813374.0,13915806336.0,1.45,-25.57,-10.51,27.8,2.3,2.80075,-17.879139516201015,True,2026-06-26,27.8,1.45,63.263935527199465,0.07017543859649122,True,2026-06-26,13915813374.0,,,,正常,1.45,3.043478260869565,True,2026-06-24,,轨交设备Ⅲ,,,
000928,中钢国际,5.12,-2.85,-0.15,156727.0,81469102.13,3.61,1.09,9.95,0.9,5.31,5.12,5.26,5.27,7345380460.0,7345290604.0,0.89,-21.35,-20.0,16.76,5.12,6.553166666666667,-21.86983392253109,True,2026-06-26,16.76,0.89,87.1882640586797,0.09779951100244498,True,2026-06-26,7345380460.0,,,,正常,0.89,4.1015625,True,2026-06-05,,国际工程承包,,,
000932,华菱钢铁,3.41,-2.57,-0.09,1338976.0,465407672.89,4.57,1.95,29.55,1.07,3.56,3.4,3.53,3.5,23367397236.0,23367397236.0,0.43,-32.21,-37.55,10.4,3.41,5.143416666666667,-33.70165745856354,True,2026-06-26,10.4,0.43,80.30155642023347,0.048638132295719845,True,2026-06-26,23367397236.0,,,,正常,0.43,7.624633431085044,True,2026-06-26,,板材,,,
000933,神火股份,21.41,-3.65,-0.81,560179.0,1215145832.64,5.72,2.49,5.26,0.81,22.58,21.31,22.55,22.22,48151184183.0,48117263998.0,1.92,-27.99,-19.75,8.62,21.41,30.183333333333334,-29.066813914964108,True,2026-06-26,8.62,1.92,49.28017718715393,42.80805105547373,False,2026-06-26,48151184183.0,,,,正常,1.92,3.7365716954694066,True,2026-05-29,,铝,,,
000958,电投产融,5.6,-0.36,-0.02,253026.0,142491106.07,2.14,0.47,22.95,0.68,5.72,5.6,5.63,5.62,102572539737.0,30147143712.0,2.04,-12.91,-13.45,31.12,5.6,6.343999999999999,-11.72761664564943,True,2026-06-26,31.12,2.04,57.799511002444994,83.76528117359413,False,2026-06-26,102572539737.0,,,,正常,2.04,3.1964285714285716,True,2025-11-05,,其他多元金融,,,
000963,华东医药,26.41,-5.31,-1.48,234096.0,634146899.97,6.88,1.34,11.55,1.17,28.33,26.41,27.89,27.89,46316190156.0,46297075918.0,1.87,-24.33,-32.06,13.23,26.41,34.16075,-22.689051030788253,True,2026-06-26,13.23,1.87,3.5505836575875485,0.048638132295719845,True,2026-06-26,46316190156.0,,,,正常,1.87,3.52139341158652,True,2026-06-10,,化学制剂,,,
000983,山西焦煤,5.92,-3.74,-0.23,750548.0,450887907.71,4.23,1.32,10.4,0.74,6.18,5.92,6.15,6.15,33608438269.0,33608232105.0,0.91,-16.03,-7.79,25.31,5.92,6.8845,-14.009732006681674,True,2026-06-26,25.31,0.91,99.70355731225297,15.069169960474307,True,2026-06-26,33608438269.0,,,,正常,0.91,4.324324324324325,True,2025-10-29,,焦煤,,,
000987,越秀资本,7.79,-6.82,-0.57,594344.0,475000097.66,6.22,1.19,7.53,0.81,8.31,7.79,8.23,8.36,39083461879.0,39053954730.0,1.2,-8.03,-4.3,9.39,7.79,8.87825,-12.257483175175288,True,2026-06-26,9.39,1.2,7.356547327121138,30.063756743501717,True,2026-06-26,39083461879.0,,,,正常,1.2,3.3376123234916557,True,2025-11-12,,金融控股,,,
000989,九芝堂,7.58,-4.53,-0.36,109636.0,84559988.76,5.29,1.58,9.83,0.93,7.99,7.57,7.9,7.94,6488040451.0,5261685448.0,1.8,-16.52,-10.08,23.94,7.58,8.664416666666666,-12.515749281063348,True,2026-06-26,23.94,1.8,23.876953125,17.626953125,True,2026-06-26,6488040451.0,,,,正常,1.8,3.9577836411609493,True,2026-05-14,,中药,,,
000999,华润三九,22.16,-2.68,-0.61,133884.0,298907384.29,3.21,0.81,8.57,1.42,22.81,22.08,22.75,22.77,36879067733.0,36845299106.0,1.66,-19.04,-20.49,11.43,22.16,27.188750000000002,-18.495701347064507,True,2026-06-26,11.43,1.66,0.09732360097323602,3.309002433090024,True,2026-06-26,36879067733.0,,,,正常,1.66,4.693140794223827,True,2026-05-29,,中药,,,
001206,依依股份,19.14,-2.35,-0.46,67103.0,129265973.14,4.44,6.28,31.96,0.8,19.79,18.92,19.79,19.6,3538867485.0,2045385726.0,1.96,-8.33,-34.43,22.6,19.14,21.897583333333333,-12.593094367338864,True,2026-06-26,22.6,1.96,47.86117836965295,57.14285714285714,False,2026-06-26,3538867485.0,,,,正常,1.96,3.9707419017763845,True,2026-05-18,,生活用纸,,,
001207,联科科技,14.98,-4.28,-0.67,40187.0,61055073.28,4.79,1.37,17.41,0.75,15.67,14.92,15.66,15.65,4541003405.0,4383478938.0,1.88,-30.94,-15.65,16.52,14.98,19.066333333333333,-21.43219287050473,True,2026-06-26,16.52,1.88,26.68863261943987,17.215815485996703,True,2026-06-26,4541003405.0,,,,正常,1.88,5.34045393858478,True,2026-04-08,,炭黑,,,
001213,中铁特货,3.41,-0.87,-0.03,100197.0,34233418.0,1.74,0.23,31.1,0.97,3.45,3.39,3.44,3.44,15155555554.0,15155555554.0,0.79,-16.22,-15.17,40.45,3.41,4.010916666666667,-14.982028214664144,True,2026-06-26,40.45,0.79,66.22807017543859,0.08771929824561403,True,2026-06-26,15155555554.0,,,,正常,0.79,3.390029325513197,True,2026-06-24,,铁路运输,,,
001219,青岛食品,11.62,-2.68,-0.32,19444.0,22695593.45,2.68,1.02,17.97,0.84,11.9,11.58,11.88,11.94,2265711175.0,2209218465.0,2.17,-16.58,-17.0,20.11,11.62,14.11125,-17.65435379573036,True,2026-06-26,20.11,2.17,0.08960573476702509,2.240143369175627,True,2026-06-26,2265711175.0,,,,正常,2.17,5.593803786574871,True,2026-06-02,,烘焙食品,,,
001323,慕思股份,15.89,-3.81,-0.63,22434.0,36043448.8,4.24,0.72,19.56,1.82,16.5,15.8,16.45,16.52,6913433340.0,4945731340.0,1.66,-31.6,-36.36,13.67,15.89,24.214166666666664,-34.37725849192964,True,2026-06-26,13.67,1.66,3.4090909090909087,0.30991735537190085,True,2026-06-26,6913433340.0,,,,正常,1.66,9.125235997482694,True,2026-06-08,,成品家居,,,
001328,登康口腔,25.08,-1.92,-0.49,24426.0,61665340.03,5.44,1.51,20.84,1.04,26.05,24.66,25.49,25.57,4318118904.0,4055859852.0,3.03,-22.42,-35.08,22.76,25.08,34.55291666666667,-27.415678850072965,True,2026-06-26,22.76,3.03,0.12853470437017994,15.681233933161954,True,2026-06-26,4318118904.0,,,,正常,3.03,3.3891547049441786,True,2026-06-05,,洗护用品,,,
001368,通达创智,20.69,-3.32,-0.71,15823.0,32844549.65,4.44,1.46,18.24,0.89,21.44,20.49,21.44,21.4,2355286371.0,2238887638.0,1.68,-14.22,-15.31,23.01,20.69,26.40941666666667,-21.65673228930337,True,2026-06-26,23.01,1.68,33.97435897435898,22.692307692307693,True,2026-06-26,2355286371.0,,,,正常,1.68,3.624939584340261,True,2026-05-13,,娱乐用品,,,
001386,马可波罗,14.35,-3.37,-0.5,31891.0,46249691.25,3.16,2.97,26.86,1.08,14.82,14.35,14.72,14.85,17147102000.0,1543239180.0,1.44,-28.21,-36.02,14.63,14.35,20.505999999999997,-30.020481810201883,True,2026-06-26,14.63,1.44,0.6060606060606061,0.6060606060606061,True,2026-06-26,17147102000.0,,,,正常,1.44,4.181184668989546,True,2026-06-10,,瓷砖地板,,,
001395,亚联机械,23.65,-1.99,-0.48,11076.0,26197067.06,3.27,2.13,14.26,1.17,24.17,23.38,24.0,24.13,2682193800.0,1229953725.0,2.31,-19.94,-27.5,15.2,23.65,39.72258333333333,-40.46207971535923,True,2026-06-26,15.2,2.31,2.6627218934911245,2.6627218934911245,True,2026-06-26,2682193800.0,,,,正常,2.31,4.2283298097251585,True,2026-06-16,,其他专用设备,,,
002003,伟星股份,8.33,-1.19,-0.1,55781.0,46668562.7,2.25,0.55,26.6,0.85,8.49,8.3,8.45,8.43,9903450809.0,8514100230.0,2.36,-10.04,-18.33,15.54,8.33,9.558666666666666,-12.853954526433242,True,2026-06-26,15.54,2.36,24.40214738897023,31.283552952659832,True,2026-06-26,9903450809.0,,,,正常,2.36,6.002400960384153,True,2026-05-20,,辅料,,,
002004,华邦健康,3.99,-1.97,-0.08,211541.0,84820701.0,2.7,1.12,12.76,1.21,4.09,3.98,4.08,4.07,7899877572.0,7514456492.0,0.8,-19.72,-11.92,11.55,3.99,5.053333333333333,-21.04221635883904,True,2026-06-26,11.55,0.8,0.05537098560354374,2.734375,True,2026-06-26,7899877572.0,,,,正常,0.8,11.278195488721805,True,2026-06-16,,化学制剂,,,
002007,华兰生物,12.12,-4.04,-0.51,125987.0,154650197.23,4.99,0.8,24.02,1.08,12.73,12.1,12.52,12.63,22127374750.0,19071341814.0,2.05,-13.68,-17.16,25.8,12.12,14.6705,-17.3852288606387,True,2026-06-26,25.8,2.05,17.391304347826086,0.48851978505129456,True,2026-06-26,22127374750.0,,,,正常,2.05,8.25082508250825,True,2026-06-15,,疫苗,,,
