代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率-动态,量比,最高,最低,今开,昨收,总市值,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率_y,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,市净率,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,买入,卖出
000910,大亚圣象,5.24,-3.5,-0.19,67933.0,36183341.0,5.89,1.24,-7.41,1.4,5.51,5.19,5.4,5.43,2868362900.0,2867228440.0,0.44,-22.02,-27.92,-206.42,5.24,6.745416666666667,-22.317623077398242,True,2026-07-17,222.8657129799429,0.44,97.43092583616092,0.1931434089811685,True,2026-07-17,2868362900.0,,,,正常,0.44,3.6259541984732824,True,2026-05-15,,瓷砖地板,,,
000913,钱江摩托,10.83,-2.34,-0.26,75231.0,82875784.48,3.97,1.45,-36.62,1.41,11.27,10.83,11.1,11.09,5701031130.0,5632711970.0,1.14,-26.97,-26.92,6.7,10.83,13.584499999999998,-20.27678604291655,True,2026-07-17,6.7,1.14,0.772573635924674,1.448575567358764,True,2026-07-17,5701031130.0,,,,正常,1.14,10.156971375807942,True,2026-05-27,,摩托车,,,
000915,华特达因,25.45,-2.45,-0.64,29488.0,75957618.4,3.03,1.26,13.48,0.95,26.22,25.43,26.03,26.09,5963736293.0,5959942971.0,2.38,-13.02,-18.01,12.87,25.45,29.656916666666667,-14.185279993705802,True,2026-07-17,12.87,2.38,9.033816425120774,18.88888888888889,True,2026-07-17,5963736293.0,,,,正常,2.38,9.82318271119843,True,2026-07-01,,化学制剂,,,
000923,河钢资源,13.03,-5.31,-0.73,170473.0,226044693.23,5.23,2.71,93.99,0.71,13.69,12.97,13.68,13.76,8505058362.0,8181554643.0,0.88,-28.56,-36.66,18.33,13.03,18.258916666666668,-28.637606283687887,True,2026-07-17,18.33,0.88,51.13471752776436,5.0217286335103815,True,2026-07-17,8505058362.0,,,,正常,0.88,4.604758250191865,True,2026-06-15,,铁矿石,,,
000928,中钢国际,4.99,-1.77,-0.09,195595.0,99228807.82,3.54,1.36,9.7,1.11,5.16,4.98,5.07,5.08,7158876659.0,7158789084.0,0.86,-27.15,-22.03,16.34,4.99,6.349833333333334,-21.415260243051005,True,2026-07-17,16.34,0.86,83.59223300970874,0.33980582524271846,True,2026-07-17,7158876659.0,,,,正常,0.86,4.208416833667335,True,2026-06-05,,国际工程承包,,,
000932,华菱钢铁,3.62,-0.28,-0.01,1259995.0,460714818.29,2.2,1.84,31.37,1.2,3.7,3.62,3.63,3.63,24806445159.0,24806445159.0,0.45,-25.97,-33.7,11.04,3.62,4.8829166666666675,-25.863981568393214,True,2026-07-17,11.04,0.45,82.03766296475132,0.9657170449058425,True,2026-07-17,24806445159.0,,,,正常,0.45,4.41988950276243,True,2026-06-26,,板材,,,
000933,神火股份,23.98,-2.48,-0.61,672070.0,1621322382.97,3.7,2.99,5.89,0.64,24.68,23.77,24.58,24.59,53931125488.0,53893133614.0,2.15,-27.11,-10.12,9.65,23.98,29.47941666666667,-18.655106811815024,True,2026-07-17,9.65,2.15,57.27622185612301,55.36062378167641,False,2026-07-17,53931125488.0,,,,正常,2.15,3.336113427856547,True,2026-05-29,,铝,,,
000967,盈峰环境,7.32,-8.96,-0.72,900300.0,681091480.08,9.83,2.68,28.69,1.21,8.04,7.25,8.04,8.04,24589262170.0,24578131788.0,1.35,-47.6,1.53,42.15,7.32,9.885583333333333,-25.952776349397688,True,2026-07-17,42.15,1.35,87.39495798319328,61.245674740484425,False,2026-07-17,24589262170.0,,,,正常,1.35,4.357923497267759,True,2026-07-13,,环保设备Ⅲ,,,
001207,联科科技,15.29,3.24,0.48,80601.0,122111660.8,5.6,2.75,17.77,1.34,15.48,14.65,14.8,14.81,4634976106.0,4474191787.0,1.91,-22.19,-13.91,16.86,15.29,18.779333333333334,-18.580709290354648,True,2026-07-17,16.86,1.91,30.6753458096013,19.283970707892596,True,2026-07-17,4634976106.0,,,,正常,1.91,5.232177894048398,True,2026-04-08,,炭黑,,,
001308,康冠科技,17.95,-1.16,-0.21,70540.0,130350121.01,6.77,1.45,20.34,1.68,19.1,17.87,18.32,18.16,12638438673.0,8745898155.0,1.65,-8.14,-11.4,28.33,17.95,20.28625,-11.516421221270567,True,2026-07-17,28.33,1.65,99.3041749502982,0.5964214711729622,True,2026-07-17,12638438673.0,,,,正常,1.65,5.348189415041783,True,2026-05-29,,面板,,,
001316,润贝航科,24.8,-5.31,-1.39,34538.0,88013623.56,7.67,2.3,16.49,1.06,26.55,24.54,26.45,26.19,3996807382.0,3724977707.0,3.04,-30.84,-11.08,18.99,24.8,35.72891666666666,-30.588435604214126,True,2026-07-17,18.99,3.04,0.4098360655737705,66.18852459016394,True,2026-07-17,3996807382.0,,,,正常,3.04,3.1612903225806455,True,2026-05-20,,油品石化贸易,,,
001323,慕思股份,16.19,-4.2,-0.71,32678.0,53834329.12,5.15,1.05,19.93,1.66,17.0,16.13,16.94,16.9,7043957569.0,5039105751.0,1.69,-29.27,-35.16,13.92,16.19,22.997916666666665,-29.602319050638638,True,2026-07-17,13.92,1.69,5.798575788402848,1.119023397761953,True,2026-07-17,7043957569.0,,,,正常,1.69,8.956145768993204,True,2026-06-08,,成品家居,,,
001328,登康口腔,28.0,-2.3,-0.66,16275.0,46054322.38,4.71,1.01,23.27,1.15,28.95,27.6,28.7,28.66,4820866400.0,4528073200.0,3.38,-13.93,-27.52,25.41,28.0,33.001,-15.154086239810905,True,2026-07-17,25.41,3.38,3.1525851197982346,28.625472887767973,True,2026-07-17,4820866400.0,,,,正常,3.38,3.0357142857142856,True,2026-06-05,,洗护用品,,,
001368,通达创智,20.67,-4.88,-1.06,21503.0,45732994.03,6.95,1.99,18.11,1.51,22.1,20.59,21.79,21.73,2338193790.0,2234025981.0,1.67,-29.04,-15.39,22.84,20.67,25.926750000000002,-20.275391246492525,True,2026-07-17,22.84,1.67,31.446540880503143,21.635220125786166,True,2026-07-17,2338193790.0,,,,正常,1.67,3.6284470246734397,True,2026-05-13,,娱乐用品,,,
001386,马可波罗,14.33,-1.71,-0.25,40951.0,59586124.27,4.25,3.81,26.82,1.26,14.84,14.22,14.58,14.58,17123203600.0,1541088324.0,1.44,-25.6,-36.11,14.61,14.33,19.408333333333335,-26.165736367539726,True,2026-07-17,14.61,1.44,4.444444444444445,3.3333333333333335,True,2026-07-17,17123203600.0,,,,正常,1.44,4.18702023726448,True,2026-06-10,,瓷砖地板,,,
001388,信通电子,24.74,10.0,2.25,191440.0,457437342.4,17.07,15.3,-118.23,3.18,24.74,20.9,20.9,22.49,5783370840.0,3095433471.0,4.12,-6.64,-13.74,49.36,24.74,38.031749999999995,-34.949088590454025,True,2026-07-17,49.36,4.12,39.52569169960474,20.158102766798418,True,2026-07-17,5783370840.0,,,,正常,4.12,4.446240905416331,True,2026-07-17,,电网自动化设备,,,
002004,华邦健康,4.29,-2.94,-0.13,306670.0,134251073.15,4.3,1.63,13.71,1.12,4.48,4.29,4.41,4.42,8493853329.0,8079453220.0,0.86,-12.8,-5.3,12.42,4.29,4.952916666666667,-13.384369479263059,True,2026-07-17,12.42,0.86,4.832509610104338,10.373242850218128,True,2026-07-17,8493853329.0,,,,正常,0.86,10.48951048951049,True,2026-06-16,,化学制剂,,,
002010,传化智联,4.48,-3.45,-0.16,265815.0,121404178.77,4.96,0.96,11.66,1.29,4.69,4.46,4.65,4.64,12382858468.0,12352816027.0,0.69,-24.07,-21.54,18.79,4.48,5.6954166666666675,-21.34025898017412,True,2026-07-17,18.79,0.69,42.919284678588696,5.654905751570808,True,2026-07-17,12382858468.0,,,,正常,0.69,3.3482142857142856,True,2026-06-30,,公路货运,,,
002027,分众传媒,5.0,-1.96,-0.1,1809195.0,911543371.43,4.31,1.25,10.09,0.95,5.17,4.95,5.08,5.1,72210998630.0,72210998630.0,5.69,-16.81,-30.36,20.05,5.0,6.143583333333334,-18.61427234377332,True,2026-07-17,20.05,5.69,42.68469338483824,33.89666827619507,False,2026-07-17,72210998630.0,,,,正常,5.69,11.399999999999999,True,2026-07-09,,广告媒体,,,
002035,华帝股份,4.81,-1.84,-0.09,139845.0,68115263.65,4.69,1.79,10.08,1.3,5.01,4.78,4.88,4.9,4077213903.0,3761601178.0,1.08,-23.04,-19.83,13.78,4.81,5.717833333333333,-15.877226222053809,True,2026-07-17,13.78,1.08,42.74661508704062,1.0154738878143132,True,2026-07-17,4077213903.0,,,,正常,1.08,4.158004158004158,True,2026-06-18,,厨房电器,,,
002043,兔 宝 宝,11.74,-1.51,-0.18,191484.0,224050597.17,8.22,2.37,16.45,1.75,12.18,11.2,11.8,11.92,9741317595.0,9480323847.0,3.05,-16.08,-16.74,13.0,11.74,14.167500000000002,-17.13428621845775,True,2026-07-17,13.0,3.05,27.761627906976745,36.67635658914728,True,2026-07-17,9741317595.0,,,,正常,3.05,5.04258943781942,True,2026-06-01,,其他建材,,,
002088,鲁阳节能,7.21,-2.7,-0.2,29089.0,21396183.86,5.13,0.57,315.09,0.92,7.54,7.16,7.39,7.41,3674440851.0,3648005004.0,1.54,-30.41,-29.11,-258.36,7.21,10.015333333333334,-28.010384077747464,True,2026-07-17,15.723219307146968,1.54,50.16965584100824,2.7040077257363593,True,2026-07-17,3674440851.0,,,,正常,1.54,4.160887656033287,True,2026-07-01,,耐火材料,,,
002091,江苏国泰,7.35,-1.34,-0.1,126155.0,94105767.66,2.82,0.79,14.12,1.17,7.56,7.35,7.46,7.45,11963798845.0,11777434722.0,0.77,-17.97,-15.81,9.47,7.35,8.457666666666665,-13.096598746699229,True,2026-07-17,9.47,0.77,36.79337231968811,8.089668615984404,True,2026-07-17,11963798845.0,,,,正常,0.77,6.3945278911564625,True,2026-06-08,,贸易,,,
002116,中国海诚,6.96,-1.14,-0.08,38014.0,26757623.82,3.98,0.69,23.62,1.4,7.18,6.9,7.04,7.04,3890311892.0,3820638157.0,1.43,-18.21,-16.95,11.57,6.96,9.6305,-27.729609054566218,True,2026-07-17,11.57,1.43,0.8121827411167513,0.7736943907156674,True,2026-07-17,3890311892.0,,,,正常,1.43,3.1509913793103452,True,2026-06-22,,其他专业工程,,,
002117,东港股份,7.72,-4.34,-0.35,112430.0,88498173.0,6.07,2.15,20.37,1.52,8.19,7.7,8.08,8.07,4043125773.0,4041771777.0,3.05,-21.94,-42.86,26.8,7.72,10.065416666666666,-23.301734486898205,True,2026-07-17,26.8,3.05,52.00386286817963,34.572670207629166,False,2026-07-17,4043125773.0,,,,正常,3.05,3.8860103626943006,True,2026-05-15,,印刷,,,
002128,电投能源,25.13,-3.16,-0.82,211043.0,537687271.98,4.51,0.94,9.82,1.08,26.3,25.13,25.95,25.95,78568368719.0,56330741879.0,1.53,-21.52,-5.56,13.4,25.13,28.69066666666667,-12.410540013012373,True,2026-07-17,13.4,1.53,98.58260019550342,88.70967741935483,False,2026-07-17,78568368719.0,,,,正常,1.53,5.173099880620772,True,2026-05-20,,动力煤,,,
002152,广电运通,9.86,-3.24,-0.33,431600.0,432079971.62,4.42,1.74,27.05,0.86,10.24,9.79,10.17,10.19,24486155374.0,24473838410.0,2.0,-18.11,-26.64,28.93,9.86,11.638583333333335,-15.281785440667905,True,2026-07-17,28.93,2.0,38.856589147286826,23.30426356589147,True,2026-07-17,24486155374.0,,,,正常,2.0,3.7525354969574036,True,2026-05-28,,其他计算机设备,,,
002170,芭田股份,10.39,-1.8,-0.19,189571.0,200115595.92,3.31,2.41,9.21,0.98,10.74,10.39,10.57,10.58,10081954236.0,8178275765.0,2.88,-21.23,-10.51,9.94,10.39,12.327416666666666,-15.716323371347062,True,2026-07-17,9.94,2.88,0.056085249579360626,85.25703200775946,True,2026-07-17,10081954236.0,,,,正常,2.88,7.025986525505294,True,2026-05-15,,复合肥,,,
002206,海 利 得,5.18,-0.96,-0.05,106255.0,55495411.28,2.68,1.01,12.22,1.26,5.3,5.16,5.23,5.23,6019301000.0,5475109707.0,1.55,-14.38,-8.32,12.09,5.18,5.9969166666666665,-13.622278115142505,True,2026-07-17,12.09,1.55,4.215116279069767,21.46317829457364,True,2026-07-17,6019301000.0,,,,正常,1.55,3.8610038610038617,True,2026-05-21,,涤纶,,,
002215,诺 普 信,8.68,-4.51,-0.41,186562.0,165997476.0,4.62,2.31,2.9,0.94,9.09,8.67,9.0,9.09,8720221471.0,7015307650.0,1.9,-9.77,-15.65,11.24,8.68,10.1855,-14.780815865691421,True,2026-07-17,11.24,1.9,0.3872216844143272,19.26427879961278,True,2026-07-17,8720221471.0,,,,正常,1.9,3.4562211981566824,True,2026-06-01,,其他种植业,,,
002223,鱼跃医疗,27.28,-2.01,-0.56,177540.0,488685971.9,3.27,1.88,15.96,1.06,28.09,27.18,27.68,27.84,27347570623.0,25705761742.0,2.1,-15.46,-27.47,21.28,27.28,31.932166666666667,-14.568903874358663,True,2026-07-17,21.28,2.1,51.76243360695316,2.0762916465475616,True,2026-07-17,27347570623.0,,,,正常,2.1,3.6656891495601167,True,2026-05-26,,医疗设备,,,
002228,合兴包装,3.04,-3.18,-0.1,264396.0,81388298.0,5.41,2.19,22.66,1.15,3.18,3.01,3.13,3.14,3688692312.0,3676337995.0,1.25,-20.21,-31.99,39.07,3.04,3.7940833333333335,-19.875244349755107,True,2026-07-17,39.07,1.25,86.86624818928054,30.758087880251082,False,2026-07-17,3688692312.0,,,,正常,1.25,11.184210526315788,True,2026-06-26,,纸包装,,,
002233,塔牌集团,7.2,-2.174,-0.16,12828409.0,94192389.0,,,,,7.47,7.2,7.36,7.36,8453883657.839336,,,,,,7.2,8.521333333333333,-15.506180566421524,True,2026-07-17,13.721883656509693,,61.87015503875969,7.800387596899225,True,2026-07-17,8453883657.839336,,,,沿用上一版：当前数据待补齐,0.72797783933518,6.666666666666667,True,2026-04-30,,水泥制造,,7.2,7.21
002249,大洋电机,6.65,-4.454,-0.31,52245040.0,354650180.0,,,,,6.99,6.64,6.95,6.96,16397262198.100002,,,,,,6.65,9.198333333333332,-27.70429425620582,True,2026-07-17,14.940333333333331,,0.0615384615384615,70.24271844660194,True,2026-07-17,16397262198.100002,,,,沿用上一版：当前数据待补齐,1.6935333333333338,4.451127819548872,True,2026-05-20,,电机Ⅲ,,6.64,6.65
002258,利尔化学,12.87,-1.756,-0.23,16861898.0,218344260.0,,,,,13.21,12.81,13.1,13.1,10301627124.400955,,,,,,12.87,14.382083333333332,-10.513659935683862,True,2026-07-17,23.37486873508353,,67.55190729116369,24.67407049734428,True,2026-07-17,10301627124.400955,,,,沿用上一版：当前数据待补齐,1.3105489260143195,3.1080031080031083,True,2026-06-12,,农药,,12.87,12.88
002264,新 华 都,6.05,-3.509,-0.22,23530908.0,145439305.0,,,,,6.45,6.0,6.22,6.27,4354858365.000001,,,,,,6.05,8.15775,-25.837393889246428,True,2026-07-17,27.19402730375429,,64.19180201082753,8.071532141130982,True,2026-07-17,4354858365.000001,,,,沿用上一版：当前数据待补齐,2.168088737201366,3.3057851239669422,True,2026-06-04,,营销代理,,6.05,6.06
002270,华明装备,17.23,-1.487,-0.26,20002098.0,350275300.0,,,,,17.87,17.23,17.46,17.49,15441964176.436186,,,,,,17.23,26.1275,-34.05415749689025,True,2026-07-17,22.01765751211633,,48.04253262445626,81.77863702271628,False,2026-07-17,15441964176.436186,,,,沿用上一版：当前数据待补齐,4.94539041464728,3.5403366221706327,True,2026-04-30,,输变电设备,,17.22,17.23
002271,东方雨虹,10.74,-3.33,-0.37,51502901.0,560841018.0,,,,,11.28,10.61,11.15,11.11,25654636560.627693,,,,,,10.74,14.8795,-27.820155247152123,True,2026-07-17,79.48838550247117,,95.17808219178082,9.956289460903353,True,2026-07-17,25654636560.627693,,,,沿用上一版：当前数据待补齐,1.247397034596376,8.612662942271882,True,2025-08-27,,防水材料,,10.73,10.74
002304,洋河股份,39.77,-0.996,-0.4,9961689.0,398561848.0,,,,,40.81,39.49,40.16,40.17,59911320592.835815,,,,,,39.77,48.23333333333333,-17.54664823773323,True,2026-07-17,59.00092204092204,,98.02028005794304,0.9657170449058424,True,2026-07-17,59911320592.835815,,,,沿用上一版：当前数据待补齐,1.2772545972545968,3.696253457379934,True,2026-06-30,,白酒Ⅲ,,39.77,39.78
002315,焦点科技,24.18,-3.665,-0.92,13317091.0,327625889.0,,,,,25.3,24.11,24.85,25.1,9971992289.088863,,,,,,24.18,30.44725,-20.583960784635725,True,2026-07-17,20.36688360450563,,15.741187831965236,68.80733944954129,True,2026-07-17,9971992289.088863,,,,沿用上一版：当前数据待补齐,3.7525907384230304,5.376344086021505,True,2026-04-23,,跨境电商,,24.18,24.19
