代码,名称,所属行业,现价,半年线,半年线乖离率,股息率,市盈率,市盈率10年分位,市净率,市净率10年分位,总市值,估值数据日期,股息数据日期,价格数据日期
000910,大亚圣象,瓷砖地板,5.24,6.745416666666667,-22.317623077398242,3.6259541984732824,215.06746519611434,96.89922480620154,0.4433846153846152,0.1931434089811685,2868362900.0,2026-07-17,2026-05-15,2026-07-17
000913,钱江摩托,摩托车,10.83,13.584499999999998,-20.27678604291655,10.156971375807942,6.6998270893371785,0.772573635924674,1.1339769452449564,1.4002897151134719,5701031129.999997,2026-07-17,2026-05-27,2026-07-17
000915,华特达因,化学制剂,25.45,29.656916666666667,-14.185279993705802,9.82318271119843,12.87307990690458,9.033816425120774,2.379150504266873,18.84057971014493,5963736292.95384,2026-07-17,2026-07-01,2026-07-17
000923,河钢资源,铁矿石,13.03,18.258916666666668,-28.637606283687887,4.604758250191865,18.328591772151896,51.13471752776436,0.8762262658227844,4.683727667793336,8505058361.788762,2026-07-17,2026-06-15,2026-07-17
000928,中钢国际,国际工程承包,4.99,6.349833333333334,-21.415260243051005,4.208416833667335,16.33453093812376,83.59223300970874,0.8665269461077844,0.3883495145631068,7158876658.580838,2026-07-17,2026-06-05,2026-07-17
000932,华菱钢铁,板材,3.62,4.8829166666666675,-25.863981568393214,4.41988950276243,11.04354929577464,82.03766296475132,0.448676056338028,0.9174311926605505,24806445159.2,2026-07-17,2026-06-26,2026-07-17
000933,神火股份,铝,23.98,29.47941666666667,-18.655106811815024,3.336113427856547,9.65561345333965,57.38605161998902,2.1469540502131683,55.0682261208577,53931125488.14499,2026-07-17,2026-05-29,2026-07-17
000967,盈峰环境,环保设备Ⅲ,7.32,9.885583333333333,-25.952776349397688,4.357923497267759,40.709079754601234,85.91201186356896,1.347239263803681,61.09738012852199,23749585643.204903,2026-07-17,2026-07-13,2026-07-17
001207,联科科技,炭黑,15.29,18.779333333333334,-18.580709290354648,5.232177894048398,16.868257725180797,30.6753458096013,1.9099934253780413,19.283970707892596,4634976105.518736,2026-07-17,2026-04-08,2026-07-17
001308,康冠科技,面板,17.95,20.28625,-11.516421221270567,5.348189415041783,28.331658653846155,99.3041749502982,1.5706249999999995,0.2982107355864811,12638438673.622597,2026-07-17,2026-05-29,2026-07-17
001316,润贝航科,油品石化贸易,24.8,35.72891666666666,-30.588435604214126,3.1612903225806455,18.992357077346387,0.4098360655737705,3.040293488229899,66.18852459016394,3996807382.036073,2026-07-17,2026-05-20,2026-07-17
001323,慕思股份,成品家居,16.19,22.997916666666665,-29.602319050638638,8.956145768993204,13.92379584352078,5.90030518819939,1.6922310513447436,1.2207527975584944,7043957569.120417,2026-07-17,2026-06-08,2026-07-17
