代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率-动态,量比,最高,最低,今开,昨收,总市值,流通市值,市净率,60日涨跌幅,年初至今涨跌幅,市盈率TTM
920895,花溪科技,11.52,-6.04,-0.74,7135.0,8438713.75,6.77,2.48,-68.82,0.89,12.32,11.49,12.2,12.26,651156480.0,331049088.0,3.4,-30.48,-43.7,-183.86
920892,广咨国际,11.25,-3.18,-0.37,9623.0,11030208.9,4.3,0.64,65.24,0.96,11.72,11.22,11.7,11.62,1916452721.0,1697091131.0,5.56,-16.42,-25.55,17.69
920885,星辰科技,12.94,-1.97,-0.26,25189.0,32675187.19,6.06,2.85,934.49,0.89,13.33,12.53,13.21,13.2,2210409506.0,1145231356.0,5.51,-32.11,-44.84,78.83
920879,基康技术,13.66,-2.71,-0.38,15207.0,20959365.28,7.05,1.01,42.32,1.01,14.39,13.4,14.0,14.04,2743867999.0,2053244422.0,4.39,-15.89,-22.87,34.62
920876,慧为智能,17.16,-4.4,-0.79,10595.0,18540384.11,6.3,2.7,-106.5,0.75,18.28,17.15,17.78,17.95,1101340108.0,673499953.0,4.39,-25.26,-32.09,613.8
920873,中设咨询,7.2,0.98,0.07,18946.0,13620476.11,3.37,1.58,-28.03,0.79,7.31,7.07,7.16,7.13,1104386414.0,862606044.0,4.45,7.3,-6.98,-18.08
920871,派特尔,10.65,-6.99,-0.8,7367.0,8092418.33,7.07,1.57,52.5,1.62,11.46,10.65,11.45,11.45,903729617.0,500700048.0,3.59,-25.16,-29.0,82.59
920870,恒进感应,12.15,-4.93,-0.63,15073.0,18684049.36,5.16,2.28,66.21,1.23,12.81,12.15,12.69,12.78,1628100000.0,801935235.0,3.66,-12.72,-30.33,88.71
920866,绿亨科技,5.86,-1.35,-0.08,12239.0,7215685.31,3.03,1.07,34.32,0.82,5.98,5.8,5.93,5.94,1056006574.0,668698072.0,1.39,-21.66,-28.19,29.48
920857,泓禧科技,13.81,-7.19,-1.07,12278.0,17357298.41,8.47,1.66,-13.94,0.97,14.87,13.61,14.87,14.88,1022038769.0,1022038769.0,3.0,-46.43,-60.98,-24.18
920856,浩淼科技,8.45,-4.52,-0.4,10805.0,9261928.57,5.65,2.04,-61.32,0.78,8.91,8.41,8.7,8.85,803820007.0,448357313.0,1.77,-33.83,-49.07,158.76
920855,浙江大农,11.19,-4.77,-0.56,5409.0,6173065.4,5.62,0.81,32.74,1.17,11.85,11.19,11.66,11.75,836265996.0,750143034.0,1.46,-26.19,-37.24,30.78
920839,万通液压,27.46,1.25,0.34,11409.0,31581216.15,8.92,1.75,31.29,0.92,28.77,26.35,27.0,27.12,3246045804.0,1790463286.0,5.29,-12.32,-34.1,27.59
920837,华原股份,9.69,-2.42,-0.24,11286.0,11118669.91,5.34,0.83,16.58,1.08,10.15,9.62,9.85,9.93,1470096906.0,1325473656.0,2.66,-20.31,-32.33,18.32
920834,三维装备,9.88,-0.7,-0.07,26090.0,24922582.59,6.43,4.15,42.56,1.52,9.92,9.28,9.86,9.95,1185600049.0,620428817.0,4.02,-16.06,-35.0,25.49
920833,美心翼申,13.01,-4.9,-0.67,5720.0,7619078.07,5.12,0.92,78.37,0.51,13.7,13.0,13.63,13.68,1071503600.0,811776305.0,1.76,-17.19,-20.38,49.45
920832,齐鲁华信,5.82,-3.16,-0.19,12452.0,7318486.88,6.49,1.01,-34.67,0.96,6.12,5.73,5.97,6.01,807605694.0,720897635.0,1.12,-11.68,-19.83,-66.04
920826,盖世食品,8.07,-3.58,-0.3,21989.0,18014736.23,4.66,3.52,29.85,0.92,8.45,8.06,8.37,8.37,1133962619.0,504168997.0,3.01,-18.07,-39.0,23.53
920821,则成电子,20.02,-5.21,-1.1,24405.0,49544631.48,7.1,3.35,-255.03,1.08,21.32,19.82,21.1,21.12,2770005218.0,1458525508.0,5.34,1.21,-23.27,351.32
920819,颖泰生物,2.67,-2.55,-0.07,76056.0,20697281.73,4.01,0.63,-41.44,0.94,2.77,2.66,2.75,2.74,3272886000.0,3235038750.0,0.69,-26.24,-31.01,-11.73
920810,春光智能,7.69,-4.83,-0.39,10588.0,8214366.37,7.18,1.7,-121.46,0.83,8.14,7.56,8.01,8.08,737471000.0,479914021.0,3.23,-30.03,-41.48,-226.37
920809,安达科技,8.69,-5.85,-0.54,229922.0,204818408.46,5.96,5.0,19.99,0.88,9.23,8.68,9.23,9.23,5205744500.0,3997718471.0,3.19,14.04,23.79,-40.99
920808,曙光数创,85.4,-1.79,-1.56,61747.0,530583008.74,8.85,3.17,-89.71,1.08,89.98,82.28,85.6,86.96,17080000085.0,16616464087.0,24.24,21.29,20.33,826.12
920807,奔朗新材,11.58,-6.69,-0.83,77888.0,91852614.5,4.92,6.3,-225.13,0.66,12.12,11.51,12.1,12.41,2106170400.0,1430719677.0,2.29,0.87,-19.92,152.64
920806,云星宇,9.77,-2.3,-0.23,23908.0,23671594.41,5.7,0.79,40.19,0.89,10.27,9.7,10.0,10.0,2938197237.0,2938197237.0,1.92,-12.53,-29.1,39.79
920802,保丽洁,10.05,-4.29,-0.45,6591.0,6722996.3,4.86,1.82,43.74,1.25,10.55,10.04,10.55,10.5,824183315.0,363987302.0,1.89,-26.8,-34.27,32.32
920799,艾融软件,35.85,-1.67,-0.61,96050.0,352068398.53,9.68,8.0,467.9,0.88,38.58,35.05,35.81,36.46,7497862590.0,4304506668.0,19.31,2.08,-24.68,174.41
920792,东和新材,9.72,-2.02,-0.2,8353.0,8181988.19,3.53,0.82,16.59,0.74,10.0,9.65,9.86,9.92,1609048800.0,987808005.0,1.53,-11.8,-18.59,19.98
920790,联迪信息,24.38,-8.35,-2.22,77617.0,197681473.37,12.86,14.28,-292.9,0.9,27.42,24.0,25.4,26.6,1925215948.0,1325173876.0,6.37,-6.48,-25.9,-836.22
920786,XD骑士乳,6.17,-3.59,-0.23,38466.0,24065462.34,3.75,2.72,25.88,0.73,6.39,6.15,6.36,6.4,1289857010.0,872724627.0,1.72,-22.19,-36.65,25.38
920781,瑞奇智造,5.3,-5.02,-0.28,21648.0,11632920.55,7.17,2.12,-29.01,0.82,5.61,5.21,5.55,5.58,819205386.0,541230727.0,2.32,-30.81,-40.85,-15.51
920779,武汉蓝电,23.55,-4.27,-1.05,5687.0,13716808.96,6.1,2.84,52.91,0.88,24.93,23.43,24.35,24.6,1885759656.0,471781907.0,4.25,-33.29,-28.94,31.33
920770,艾能聚,11.46,1.6,0.18,51556.0,59962528.63,6.56,6.3,116.69,1.77,11.98,11.24,11.26,11.28,1491314726.0,938502948.0,2.49,-29.78,-32.23,34.45
920768,拾比佰,7.03,-3.3,-0.24,11075.0,7845910.26,4.95,1.04,17.47,0.76,7.32,6.96,7.23,7.27,1092166740.0,751897165.0,1.55,-7.98,-17.29,18.59
920765,美之高,11.37,-4.53,-0.54,8321.0,9623323.16,5.29,1.58,47.44,0.59,11.95,11.32,11.82,11.91,988281275.0,600416772.0,3.3,-20.77,-44.89,-404.87
920753,天纺标,16.37,0.61,0.1,20286.0,33616880.09,10.94,6.26,57.49,0.69,17.39,15.61,16.48,16.27,1332589504.0,530085564.0,3.46,-9.16,-25.89,37.67
920751,惠同新材,21.4,-2.99,-0.66,14363.0,30740887.0,5.89,1.73,39.68,0.79,22.2,20.9,22.06,22.06,1857092000.0,1777636475.0,4.49,0.47,2.54,39.17
920748,路桥信息,24.0,-5.14,-1.3,13182.0,32949532.23,7.75,3.58,-75.95,0.61,25.96,24.0,24.62,25.3,1841760000.0,884064816.0,8.9,-32.09,-48.43,-27.02
920735,德源药业,22.64,-5.47,-1.31,18489.0,42923071.6,5.72,1.62,13.16,0.59,24.01,22.64,24.0,23.95,2921637415.0,2583970079.0,2.22,-17.07,-25.87,11.88
920729,永顺生物,6.62,0.0,0.0,7842.0,5199851.46,5.14,1.01,89.0,0.78,6.84,6.5,6.62,6.62,1809577000.0,513195911.0,2.8,-15.02,-23.73,47.09
920726,朱老六,17.08,0.29,0.05,32811.0,54947389.71,5.05,5.87,22.71,0.86,17.16,16.3,16.88,17.03,1730374800.0,955001811.0,3.8,1.18,-15.45,56.27
920725,惠丰钻石,106.95,-12.34,-15.05,83649.0,969095508.49,14.32,18.93,1365.36,0.74,123.48,106.01,113.0,122.0,9761861250.0,4725124261.0,16.24,262.54,217.26,-692.72
920720,吉冈精密,10.09,-0.98,-0.1,20558.0,20937015.9,6.18,2.78,65.98,0.93,10.54,9.91,10.2,10.19,2672753621.0,746833276.0,4.89,-15.21,-28.19,46.48
920719,宁新新材,9.22,-6.21,-0.61,33029.0,31069777.42,7.32,4.51,-4.81,0.8,9.92,9.2,9.84,9.83,858321148.0,674845564.0,7.75,-14.23,-28.53,-1.63
920718,合肥高科,9.63,-4.65,-0.47,21876.0,21288214.96,8.42,5.07,162.74,1.55,10.23,9.38,9.93,10.1,873120321.0,415150667.0,1.52,-25.35,-36.35,38.86
920717,瑞星股份,6.51,-1.96,-0.13,16442.0,10659730.56,6.33,3.71,73.22,1.33,6.67,6.25,6.67,6.64,746566800.0,288262800.0,1.36,-26.44,-41.35,-60.75
920706,铁拓机械,17.41,-9.04,-1.73,25126.0,45557077.28,7.73,5.27,58.63,1.06,18.89,17.41,18.88,19.14,1608775315.0,829967257.0,2.73,-24.99,-29.94,36.58
920703,广厦环能,9.83,-1.7,-0.17,5732.0,5639832.51,3.4,0.75,170.88,0.39,10.0,9.66,9.98,10.0,1481616920.0,749686395.0,1.31,-26.86,-31.78,19.07
920701,XD豪声电,11.23,-2.85,-0.33,5735.0,6505701.39,5.97,0.57,140.2,0.63,11.74,11.05,11.61,11.56,1540756000.0,1125327305.0,1.92,-26.07,-37.23,23.97
920699,海达尔,66.76,-4.48,-3.13,4164.0,28080961.98,5.27,1.99,75.44,0.43,69.68,66.0,69.2,69.89,3045945028.0,1393635028.0,8.66,77.79,41.5,56.11
920694,中裕科技,13.72,-4.19,-0.6,8281.0,11527334.31,4.82,1.33,13.53,1.06,14.38,13.69,14.2,14.32,1812253891.0,857368851.0,2.06,-18.77,-28.73,19.64
920693,阿为特,29.91,4.29,1.23,26628.0,77892847.58,12.2,7.27,1289.02,1.91,30.8,27.3,28.36,28.68,2174457000.0,1095005100.0,6.21,11.44,-23.87,-3226.83
920690,捷众科技,16.39,1.24,0.2,13518.0,22088386.46,8.59,2.41,24.56,1.43,16.98,15.59,16.08,16.19,1412654100.0,918312098.0,2.42,-10.53,-35.09,19.37
920689,克莱特,22.23,-2.8,-0.64,5814.0,13103469.0,5.2,1.53,32.36,0.53,23.19,22.0,22.57,22.87,1631682000.0,843197616.0,3.48,-21.06,-26.54,28.81
920685,新芝生物,10.08,-4.82,-0.51,6914.0,7058266.03,6.14,1.19,33.15,1.33,10.68,10.03,10.6,10.59,922480685.0,587804858.0,1.67,-16.35,-25.39,25.87
920682,球冠电缆,6.02,-3.06,-0.19,32951.0,20229665.28,4.19,1.46,87.43,0.96,6.28,6.02,6.2,6.21,2344043520.0,1359356852.0,2.13,-11.21,-19.52,26.87
920680,广道退,0.86,,,,,,0.0,,,,,,0.86,,,,0.0,0.0,
920679,前进科技,14.11,-6.25,-0.94,7599.0,10673853.6,8.31,2.04,47.78,1.35,15.18,13.93,14.95,15.05,788043500.0,524539250.0,1.6,-17.73,-28.27,31.66
920675,秉扬科技,7.91,-4.93,-0.41,32683.0,26298737.28,5.53,4.14,25.63,0.66,8.34,7.88,8.26,8.32,1361817240.0,625031352.0,2.28,-19.86,-17.95,33.37
920670,数字人,13.6,-2.16,-0.3,22761.0,31080107.85,4.24,3.42,-48.49,0.7,14.02,13.43,14.0,13.9,1444080640.0,906217069.0,6.12,-16.51,-18.95,423.04
920665,科强股份,9.36,-3.8,-0.37,21888.0,20753126.66,6.27,3.42,32.05,0.68,9.82,9.21,9.75,9.73,1216706400.0,599710812.0,1.69,-12.03,-33.1,38.13
920663,明阳科技,12.76,-3.26,-0.43,8218.0,10628668.99,5.76,1.28,19.39,0.84,13.38,12.62,13.19,13.19,1704130028.0,817616395.0,4.45,-9.76,-28.27,19.48
920662,方盛股份,25.4,1.6,0.4,66921.0,171905460.83,14.4,24.78,158.75,1.28,27.22,23.62,24.31,25.0,2223770051.0,685954483.0,4.92,2.96,-12.11,136.26
920656,海昇药业,13.4,-1.4,-0.19,4902.0,6578426.28,3.24,1.51,16.67,0.86,13.65,13.21,13.52,13.59,1340000000.0,433842165.0,1.96,-8.53,-21.45,17.56
920651,天罡股份,19.22,-2.44,-0.48,4354.0,8499109.85,6.29,1.05,26.81,0.68,20.25,19.01,19.68,19.7,1172420000.0,797002909.0,2.3,-33.54,-54.88,15.35
920642,通易航天,11.21,2.28,0.25,54902.0,60838107.17,8.85,5.49,41.98,1.29,11.48,10.51,10.97,10.96,1162143816.0,1120516602.0,5.09,-5.72,-33.47,-44.17
920641,格利尔,14.24,-2.47,-0.36,11604.0,16966486.68,6.23,2.56,414.32,0.87,15.13,14.22,14.78,14.6,1069068000.0,645347017.0,3.14,-31.27,-22.36,197.46
920640,富士达,32.18,-0.74,-0.24,56713.0,182738130.98,7.93,3.14,119.44,1.09,33.33,30.76,32.15,32.42,6041087040.0,5812297087.0,6.63,-4.23,-14.12,77.45
920639,晨光电缆,6.18,-5.36,-0.35,19075.0,12063904.08,5.82,1.61,44.85,0.94,6.55,6.17,6.53,6.53,1245888000.0,733897458.0,1.45,-18.79,-22.56,61.0
920634,新威凌,16.45,-4.53,-0.78,16697.0,27853610.4,7.72,4.12,113.85,0.44,17.4,16.07,17.3,17.23,1051299201.0,666681076.0,3.67,-20.49,-31.83,61.84
920627,力王股份,15.4,-4.64,-0.75,9360.0,14776814.43,5.45,2.0,37.21,0.78,16.28,15.4,16.01,16.15,1454530000.0,720989500.0,3.1,-25.46,-27.5,48.38
920608,丰安股份,12.22,-3.17,-0.4,6927.0,8534708.23,4.91,1.44,17.88,1.62,12.7,12.08,12.6,12.62,760572800.0,589234811.0,1.55,-25.31,-34.69,22.41
920599,同力股份,16.53,-0.18,-0.03,42898.0,70913467.93,3.8,1.22,10.12,1.01,16.83,16.2,16.58,16.56,7645538250.0,5794993939.0,2.19,-5.16,-17.47,9.09
920593,鼎智科技,28.3,-0.07,-0.02,35625.0,102022952.08,5.79,2.2,190.49,0.8,29.28,27.64,28.33,28.32,5383958178.0,4573570839.0,7.5,11.81,-22.34,221.2
920592,华信永道,23.8,-5.56,-1.4,25516.0,62738169.79,7.58,5.07,-66.44,0.6,25.71,23.8,25.05,25.2,1922921000.0,1196799922.0,5.79,-29.77,-39.55,-50.06
920580,科创新材,11.43,-3.38,-0.4,28512.0,32629119.83,5.07,5.21,46.96,0.9,11.82,11.22,11.62,11.83,982980000.0,625941936.0,2.88,-10.42,-22.61,47.53
920579,机科股份,16.24,-3.39,-0.57,11975.0,19869002.71,5.06,2.69,-40.08,0.66,17.09,16.24,16.73,16.81,2102755200.0,723888581.0,4.5,-7.57,-37.8,-37.8
920578,巨能股份,19.94,-1.77,-0.36,33745.0,68886840.15,8.18,9.51,-359.87,0.86,21.41,19.75,20.2,20.3,1524993194.0,707890319.0,5.77,5.34,-23.45,-303.34
920576,天力复合,58.83,6.19,3.43,56254.0,336130775.9,16.25,5.21,1054.15,2.01,63.88,54.88,56.0,55.4,6409528500.0,6346001160.0,14.33,-10.92,-16.69,517.16
920575,*ST康乐,3.72,-2.11,-0.08,31693.0,12173656.46,6.05,1.69,-5.15,0.46,3.95,3.72,3.81,3.8,1045096800.0,698759890.0,-14.43,-52.31,-55.02,-1.87
920571,国航远洋,8.59,-8.81,-0.83,215079.0,191610484.67,8.28,7.26,40.75,1.05,9.37,8.59,9.33,9.42,4770950021.0,2543363725.0,3.46,-17.88,-12.7,65.89
920570,坤博精工,24.56,-3.19,-0.81,8325.0,20811462.84,8.47,3.27,53.96,1.19,26.27,24.12,25.15,25.37,1232170804.0,626051985.0,3.51,-16.75,-27.47,87.47
920566,梓橦宫,9.27,-2.63,-0.25,14742.0,13812938.54,3.57,1.31,13.84,0.79,9.6,9.26,9.53,9.52,1339161628.0,1041452620.0,1.61,-6.55,-16.64,14.68
920564,天润科技,16.81,-2.15,-0.37,9542.0,16112763.09,6.11,1.94,-24.84,0.74,17.48,16.43,17.08,17.18,1797398239.0,826864333.0,5.94,-14.67,-11.15,-308.51
920556,雅达股份,7.09,-2.48,-0.18,19526.0,14133291.46,5.09,1.67,56.87,0.9,7.45,7.08,7.25,7.27,1143724768.0,829912959.0,2.22,-26.68,-28.96,51.75
920553,凯腾精工,6.41,-5.87,-0.4,13022.0,8538524.77,6.46,1.43,97.8,1.05,6.85,6.41,6.81,6.81,921055849.0,583559016.0,2.63,-25.98,-35.12,33.72
920547,无锡晶海,18.02,-7.68,-1.5,12320.0,23039278.36,9.32,3.26,17.7,1.57,19.69,17.87,19.58,19.52,1399937760.0,680523498.0,1.96,-17.15,-23.16,21.98
920541,铁大科技,9.47,-3.47,-0.34,11350.0,10895569.47,4.38,1.26,17.13,0.82,9.9,9.47,9.73,9.81,1294549000.0,852855737.0,2.82,-18.71,-27.21,17.54
920533,骏创科技,19.83,-2.51,-0.51,18307.0,36772423.64,6.34,2.5,82.2,0.92,20.76,19.47,20.34,20.34,2592917814.0,1450309347.0,7.04,-11.47,-37.31,75.18
920527,夜光明,12.34,-4.71,-0.61,8781.0,10941256.29,6.25,1.89,33.65,1.44,12.95,12.14,12.95,12.95,740926918.0,574517045.0,1.93,-22.15,-30.91,37.47
920526,凯华材料,26.86,1.28,0.34,41052.0,110724429.76,8.14,7.84,121.69,0.94,28.12,25.96,25.96,26.52,2221322000.0,1406590674.0,9.86,37.89,14.69,142.94
920523,德瑞锂电,16.69,-5.17,-0.91,13136.0,22343662.39,5.8,1.62,16.65,0.74,17.7,16.68,17.44,17.6,1690719849.0,1352549455.0,2.4,-28.06,-35.06,12.4
920522,纳科诺尔,25.05,-5.08,-1.34,67759.0,176863850.28,8.0,3.72,118.46,0.91,27.15,25.04,26.12,26.39,5497247750.0,4559706711.0,5.12,-30.69,-42.49,118.17
920519,万德股份,8.9,-6.61,-0.63,17188.0,15581584.48,5.88,2.17,17.96,2.07,9.45,8.89,9.45,9.53,794397126.0,706368872.0,1.53,-22.54,-25.08,30.9
920510,丰光精密,21.25,-4.67,-1.04,126023.0,287321054.65,13.95,13.42,-997.21,0.86,24.29,21.18,22.35,22.29,3910108991.0,1995355408.0,10.01,49.02,1.14,-276.12
920509,同惠电子,30.33,-10.0,-3.37,53585.0,168803162.94,7.54,6.38,106.12,1.3,32.8,30.26,31.5,33.7,4862071760.0,2547280579.0,14.57,6.5,-18.66,68.91
920508,殷图网联,14.23,-1.59,-0.23,9366.0,13476615.36,4.56,2.94,-92.1,1.21,14.69,14.03,14.48,14.46,853800000.0,454021313.0,4.5,-28.13,-35.9,335.69
920505,九菱科技,32.02,-5.52,-1.87,11262.0,36654645.79,5.49,3.13,128.16,0.59,33.88,32.02,33.1,33.89,2074430589.0,1153069851.0,6.21,-16.13,-26.02,142.68
920504,博迅生物,16.75,-0.89,-0.15,9134.0,15189868.54,7.04,5.34,121.33,2.12,17.16,15.97,16.77,16.9,725829425.0,286289409.0,3.64,-20.84,-30.3,47.84
920496,许昌智能,6.41,-3.46,-0.23,19663.0,12882591.59,5.42,1.36,360.21,0.99,6.77,6.41,6.64,6.64,1061335750.0,929439949.0,1.88,-33.02,-35.84,107.55
920493,并行科技,108.0,-7.53,-8.8,19603.0,219658655.09,7.53,4.39,140.94,1.15,116.8,108.0,116.8,116.8,6542851140.0,4820788980.0,12.87,-25.94,-18.52,323.42
920491,奥迪威,29.72,-1.16,-0.35,41913.0,125586799.12,4.82,3.62,79.49,0.61,30.75,29.3,30.28,30.07,4194775310.0,3442257955.0,4.02,32.74,0.37,49.81
920489,佳先股份,18.69,9.55,1.63,132332.0,248627216.5,16.53,15.24,-4936.28,1.45,19.95,17.13,17.5,17.06,2550422448.0,1622769137.0,5.32,33.79,3.83,-314.82
920478,峆一药业,8.2,-6.07,-0.53,28860.0,24193986.24,6.76,4.36,70.12,0.71,8.79,8.2,8.7,8.73,903575876.0,542315954.0,1.78,-28.94,-37.64,26.46
920476,海能技术,22.45,2.05,0.45,34171.0,77850727.87,8.86,4.24,-1676.92,1.62,23.96,22.01,22.94,22.0,1912286510.0,1810143118.0,4.35,13.33,9.09,45.14
920475,三友科技,11.89,-2.78,-0.34,8127.0,9723231.19,5.72,1.45,86.45,0.88,12.4,11.7,12.2,12.23,1201603400.0,668199285.0,3.41,-6.45,-30.87,-501.18
920471,美邦科技,11.35,-4.22,-0.5,17918.0,20704224.0,6.67,3.38,42.93,0.6,12.09,11.3,11.96,11.85,944320000.0,601897389.0,1.87,-10.91,-9.85,-47.9
920469,富恒新材,5.82,-4.59,-0.28,27419.0,15961211.84,7.21,2.65,-13.7,0.82,6.14,5.7,6.04,6.1,820305720.0,602068303.0,2.85,-34.01,-52.41,-6.76
920455,汇隆活塞,5.78,-3.99,-0.24,5165.0,3033251.7,4.82,0.53,31.32,0.5,6.07,5.78,5.97,6.02,1025661000.0,562460135.0,3.13,-22.21,-30.02,37.09
920454,同心传动,11.47,-3.04,-0.36,6249.0,7237561.31,3.04,1.27,40.28,0.81,11.83,11.47,11.73,11.83,1205497000.0,564673835.0,3.77,-13.37,-30.27,42.66
920445,龙竹科技,6.43,-5.16,-0.35,21058.0,13829797.06,5.31,2.0,49.13,0.8,6.76,6.4,6.72,6.78,952707541.0,678443227.0,3.07,-33.64,-44.81,42.88
920438,戈碧迦,163.01,13.2,19.01,111892.0,1797179989.78,25.46,8.03,514.68,1.03,176.66,140.0,145.01,144.0,23713879750.0,22722624091.0,24.1,329.54,306.0,733.7
920436,大地电气,10.58,-3.64,-0.4,7254.0,7780901.76,5.56,0.82,118.43,0.74,11.11,10.5,10.97,10.98,999556080.0,940225038.0,2.58,-22.89,-38.99,912.13
920433,大唐药业,4.31,-2.93,-0.13,13203.0,5744930.14,4.05,0.78,115.4,0.62,4.46,4.28,4.46,4.44,1103013825.0,729753667.0,2.91,-16.31,-26.58,-13.44
920429,康比特,9.71,-3.38,-0.34,12580.0,12389516.07,3.58,1.11,-38.0,0.52,10.06,9.7,9.96,10.05,1208661960.0,1102088797.0,1.47,-24.2,-35.91,62.16
920427,华维设计,10.02,-5.47,-0.58,26113.0,27074947.36,9.81,5.13,135.13,1.06,10.97,9.93,10.94,10.6,1033011900.0,510098300.0,3.29,-14.65,-18.73,-83.81
920425,乐创技术,23.44,-2.29,-0.55,20554.0,49102782.11,4.63,3.47,19.89,0.67,24.55,23.44,24.4,23.99,1686192685.0,1387959705.0,5.63,22.98,12.58,38.03
